time (s),v("/Freq" ?result "tran") (FF),v("/VcoOut" ?result "tran") (V),v("/VcoVin" ?result "tran") (V)
822.6E-3,2.144E3,-453.9E-3,645.2E-3
822.6E-3,2.144E3,-308.9E-3,645.2E-3
822.6E-3,2.144E3,-156.3E-3,645.2E-3
822.6E-3,2.145E3,49.72E-6,645.2E-3
822.6E-3,2.145E3,156.5E-3,645.3E-3
822.6E-3,2.145E3,309.1E-3,645.3E-3
822.6E-3,2.145E3,454.0E-3,645.3E-3
822.7E-3,2.145E3,587.8E-3,645.3E-3
822.7E-3,2.145E3,707.1E-3,645.3E-3
822.7E-3,2.145E3,809.0E-3,645.4E-3
822.7E-3,2.145E3,891.0E-3,645.4E-3
822.7E-3,2.145E3,951.1E-3,645.4E-3
822.7E-3,2.145E3,987.7E-3,645.4E-3
822.7E-3,2.145E3,1.000,645.5E-3
822.7E-3,2.145E3,987.7E-3,645.5E-3
822.8E-3,2.145E3,951.0E-3,645.5E-3
822.8E-3,2.145E3,891.0E-3,645.5E-3
822.8E-3,2.145E3,809.0E-3,645.6E-3
822.8E-3,2.145E3,707.1E-3,645.6E-3
822.8E-3,2.145E3,587.7E-3,645.6E-3
822.8E-3,2.145E3,453.9E-3,645.6E-3
822.8E-3,2.145E3,309.0E-3,645.6E-3
822.8E-3,2.145E3,156.4E-3,645.7E-3
822.8E-3,2.145E3,-66.79E-6,645.7E-3
822.9E-3,2.145E3,-156.5E-3,645.7E-3
822.9E-3,2.145E3,-309.1E-3,645.7E-3
822.9E-3,2.145E3,-454.1E-3,645.8E-3
822.9E-3,2.145E3,-587.8E-3,645.8E-3
822.9E-3,2.145E3,-707.2E-3,645.8E-3
822.9E-3,2.145E3,-809.1E-3,645.8E-3
822.9E-3,2.145E3,-891.0E-3,645.9E-3
822.9E-3,2.145E3,-951.1E-3,645.9E-3
823.0E-3,2.145E3,-987.7E-3,645.9E-3
823.0E-3,2.145E3,-1.000,645.9E-3
823.0E-3,2.145E3,-987.7E-3,645.9E-3
823.0E-3,2.145E3,-951.0E-3,646.0E-3
823.0E-3,2.145E3,-891.0E-3,646.0E-3
823.0E-3,2.145E3,-809.0E-3,646.0E-3
823.0E-3,2.145E3,-707.1E-3,646.0E-3
823.0E-3,2.145E3,-587.7E-3,646.1E-3
823.0E-3,2.145E3,-453.9E-3,646.1E-3
823.1E-3,2.145E3,-308.9E-3,646.1E-3
823.1E-3,2.145E3,-156.4E-3,646.1E-3
823.1E-3,2.146E3,83.84E-6,646.2E-3
823.1E-3,2.146E3,156.5E-3,646.2E-3
823.1E-3,2.146E3,309.1E-3,646.2E-3
823.1E-3,2.146E3,454.1E-3,646.2E-3
823.1E-3,2.146E3,587.9E-3,646.3E-3
823.1E-3,2.146E3,707.2E-3,646.3E-3
823.1E-3,2.146E3,809.1E-3,646.3E-3
823.2E-3,2.146E3,891.0E-3,646.3E-3
823.2E-3,2.146E3,951.1E-3,646.3E-3
823.2E-3,2.146E3,987.7E-3,646.4E-3
823.2E-3,2.146E3,1.000,646.4E-3
823.2E-3,2.146E3,987.7E-3,646.4E-3
823.2E-3,2.146E3,951.0E-3,646.4E-3
823.2E-3,2.146E3,891.0E-3,646.5E-3
823.2E-3,2.146E3,809.0E-3,646.5E-3
823.3E-3,2.146E3,707.0E-3,646.5E-3
823.3E-3,2.146E3,587.7E-3,646.5E-3
823.3E-3,2.146E3,453.9E-3,646.6E-3
823.3E-3,2.146E3,308.9E-3,646.6E-3
823.3E-3,2.146E3,156.3E-3,646.6E-3
823.3E-3,2.146E3,-100.9E-6,646.6E-3
823.3E-3,2.146E3,-156.5E-3,646.6E-3
823.3E-3,2.146E3,-309.1E-3,646.7E-3
823.3E-3,2.146E3,-454.1E-3,646.7E-3
823.4E-3,2.146E3,-587.9E-3,646.7E-3
823.4E-3,2.146E3,-707.2E-3,646.7E-3
823.4E-3,2.146E3,-809.1E-3,646.8E-3
823.4E-3,2.146E3,-891.1E-3,646.8E-3
823.4E-3,2.146E3,-951.1E-3,646.8E-3
823.4E-3,2.146E3,-987.7E-3,646.8E-3
823.4E-3,2.146E3,-1.000,646.9E-3
823.4E-3,2.146E3,-987.7E-3,646.9E-3
823.5E-3,2.146E3,-951.0E-3,646.9E-3
823.5E-3,2.146E3,-891.0E-3,646.9E-3
823.5E-3,2.146E3,-809.0E-3,647.0E-3
823.5E-3,2.146E3,-707.0E-3,647.0E-3
823.5E-3,2.146E3,-587.7E-3,647.0E-3
823.5E-3,2.146E3,-453.9E-3,647.0E-3
823.5E-3,2.146E3,-308.9E-3,647.0E-3
823.5E-3,2.146E3,-156.3E-3,647.1E-3
823.5E-3,2.147E3,49.72E-6,647.1E-3
823.6E-3,2.147E3,156.5E-3,647.1E-3
823.6E-3,2.147E3,309.1E-3,647.1E-3
823.6E-3,2.147E3,454.0E-3,647.2E-3
823.6E-3,2.147E3,587.8E-3,647.2E-3
823.6E-3,2.147E3,707.1E-3,647.2E-3
823.6E-3,2.147E3,809.0E-3,647.2E-3
823.6E-3,2.147E3,891.0E-3,647.3E-3
823.6E-3,2.147E3,951.1E-3,647.3E-3
823.7E-3,2.147E3,987.7E-3,647.3E-3
823.7E-3,2.147E3,1.000,647.3E-3
823.7E-3,2.147E3,987.7E-3,647.3E-3
823.7E-3,2.147E3,951.0E-3,647.4E-3
823.7E-3,2.147E3,891.0E-3,647.4E-3
823.7E-3,2.147E3,809.0E-3,647.4E-3
823.7E-3,2.147E3,707.1E-3,647.4E-3
823.7E-3,2.147E3,587.7E-3,647.5E-3
823.7E-3,2.147E3,453.9E-3,647.5E-3
823.8E-3,2.147E3,309.0E-3,647.5E-3
823.8E-3,2.147E3,156.4E-3,647.5E-3
823.8E-3,2.147E3,-66.75E-6,647.6E-3
823.8E-3,2.147E3,-156.5E-3,647.6E-3
823.8E-3,2.147E3,-309.1E-3,647.6E-3
823.8E-3,2.147E3,-454.1E-3,647.6E-3
823.8E-3,2.147E3,-587.8E-3,647.6E-3
823.8E-3,2.147E3,-707.2E-3,647.7E-3
823.8E-3,2.147E3,-809.1E-3,647.7E-3
823.9E-3,2.147E3,-891.0E-3,647.7E-3
823.9E-3,2.147E3,-951.1E-3,647.7E-3
823.9E-3,2.147E3,-987.7E-3,647.8E-3
823.9E-3,2.147E3,-1.000,647.8E-3
823.9E-3,2.147E3,-987.7E-3,647.8E-3
823.9E-3,2.147E3,-951.0E-3,647.8E-3
823.9E-3,2.147E3,-891.0E-3,647.9E-3
823.9E-3,2.147E3,-809.0E-3,647.9E-3
824.0E-3,2.147E3,-707.1E-3,647.9E-3
824.0E-3,2.147E3,-587.7E-3,647.9E-3
824.0E-3,2.147E3,-453.9E-3,648.0E-3
824.0E-3,2.147E3,-308.9E-3,648.0E-3
824.0E-3,2.147E3,-156.4E-3,648.0E-3
824.0E-3,2.148E3,83.78E-6,648.0E-3
824.0E-3,2.148E3,156.5E-3,648.0E-3
824.0E-3,2.148E3,309.1E-3,648.1E-3
824.0E-3,2.148E3,454.1E-3,648.1E-3
824.1E-3,2.148E3,587.9E-3,648.1E-3
824.1E-3,2.148E3,707.2E-3,648.1E-3
824.1E-3,2.148E3,809.1E-3,648.2E-3
824.1E-3,2.148E3,891.0E-3,648.2E-3
824.1E-3,2.148E3,951.1E-3,648.2E-3
824.1E-3,2.148E3,987.7E-3,648.2E-3
824.1E-3,2.148E3,1.000,648.3E-3
824.1E-3,2.148E3,987.7E-3,648.3E-3
824.2E-3,2.148E3,951.0E-3,648.3E-3
824.2E-3,2.148E3,891.0E-3,648.3E-3
824.2E-3,2.148E3,809.0E-3,648.3E-3
824.2E-3,2.148E3,707.0E-3,648.4E-3
824.2E-3,2.148E3,587.7E-3,648.4E-3
824.2E-3,2.148E3,453.9E-3,648.4E-3
824.2E-3,2.148E3,308.9E-3,648.4E-3
824.2E-3,2.148E3,156.3E-3,648.5E-3
824.2E-3,2.148E3,-100.8E-6,648.5E-3
824.3E-3,2.148E3,-156.5E-3,648.5E-3
824.3E-3,2.148E3,-309.1E-3,648.5E-3
824.3E-3,2.148E3,-454.1E-3,648.6E-3
824.3E-3,2.148E3,-587.9E-3,648.6E-3
824.3E-3,2.148E3,-707.2E-3,648.6E-3
824.3E-3,2.148E3,-809.1E-3,648.6E-3
824.3E-3,2.148E3,-891.1E-3,648.7E-3
824.3E-3,2.148E3,-951.1E-3,648.7E-3
824.3E-3,2.148E3,-987.7E-3,648.7E-3
824.4E-3,2.148E3,-1.000,648.7E-3
824.4E-3,2.148E3,-987.7E-3,648.7E-3
824.4E-3,2.148E3,-951.0E-3,648.8E-3
824.4E-3,2.148E3,-891.0E-3,648.8E-3
824.4E-3,2.148E3,-809.0E-3,648.8E-3
824.4E-3,2.148E3,-707.0E-3,648.8E-3
824.4E-3,2.148E3,-587.7E-3,648.9E-3
824.4E-3,2.148E3,-453.9E-3,648.9E-3
824.5E-3,2.148E3,-308.9E-3,648.9E-3
824.5E-3,2.148E3,-156.3E-3,648.9E-3
824.5E-3,2.148E3,49.72E-6,649.0E-3
824.5E-3,2.148E3,156.5E-3,649.0E-3
824.5E-3,2.148E3,309.1E-3,649.0E-3
824.5E-3,2.148E3,454.0E-3,649.0E-3
824.5E-3,2.148E3,587.8E-3,649.0E-3
824.5E-3,2.148E3,707.1E-3,649.1E-3
824.5E-3,2.148E3,809.0E-3,649.1E-3
824.6E-3,2.148E3,891.0E-3,649.1E-3
824.6E-3,2.148E3,951.1E-3,649.1E-3
824.6E-3,2.148E3,987.7E-3,649.2E-3
824.6E-3,2.148E3,1.000,649.2E-3
824.6E-3,2.148E3,987.7E-3,649.2E-3
824.6E-3,2.148E3,951.0E-3,649.2E-3
824.6E-3,2.148E3,891.0E-3,649.3E-3
824.6E-3,2.148E3,809.0E-3,649.3E-3
824.7E-3,2.148E3,707.1E-3,649.3E-3
824.7E-3,2.148E3,587.7E-3,649.3E-3
824.7E-3,2.148E3,453.9E-3,649.3E-3
824.7E-3,2.148E3,309.0E-3,649.4E-3
824.7E-3,2.148E3,156.4E-3,649.4E-3
824.7E-3,2.148E3,-66.72E-6,649.4E-3
824.7E-3,2.148E3,-156.5E-3,649.4E-3
824.7E-3,2.148E3,-309.1E-3,649.5E-3
824.7E-3,2.148E3,-454.1E-3,649.5E-3
824.8E-3,2.148E3,-587.8E-3,649.5E-3
824.8E-3,2.148E3,-707.2E-3,649.5E-3
824.8E-3,2.148E3,-809.1E-3,649.6E-3
824.8E-3,2.148E3,-891.0E-3,649.6E-3
824.8E-3,2.148E3,-951.1E-3,649.6E-3
824.8E-3,2.148E3,-987.7E-3,649.6E-3
824.8E-3,2.148E3,-1.000,649.7E-3
824.8E-3,2.148E3,-987.7E-3,649.7E-3
824.8E-3,2.148E3,-951.0E-3,649.7E-3
824.9E-3,2.148E3,-891.0E-3,649.7E-3
824.9E-3,2.148E3,-809.0E-3,649.7E-3
824.9E-3,2.148E3,-707.1E-3,649.8E-3
824.9E-3,2.148E3,-587.7E-3,649.8E-3
824.9E-3,2.148E3,-453.9E-3,649.8E-3
824.9E-3,2.148E3,-308.9E-3,649.8E-3
824.9E-3,2.148E3,-156.4E-3,649.9E-3
824.9E-3,2.149E3,83.73E-6,649.9E-3
825.0E-3,2.149E3,156.5E-3,649.9E-3
825.0E-3,2.149E3,309.1E-3,649.9E-3
825.0E-3,2.149E3,454.1E-3,650.0E-3
825.0E-3,2.149E3,587.9E-3,650.0E-3
825.0E-3,2.149E3,707.2E-3,650.0E-3
825.0E-3,2.149E3,809.1E-3,650.0E-3
825.0E-3,2.149E3,891.0E-3,650.0E-3
825.0E-3,2.149E3,951.1E-3,650.1E-3
825.0E-3,2.149E3,987.7E-3,650.1E-3
825.1E-3,2.149E3,1.000,650.1E-3
825.1E-3,2.149E3,987.7E-3,650.1E-3
825.1E-3,2.149E3,951.0E-3,650.2E-3
825.1E-3,2.149E3,891.0E-3,650.2E-3
825.1E-3,2.149E3,809.0E-3,650.2E-3
825.1E-3,2.149E3,707.0E-3,650.2E-3
825.1E-3,2.149E3,587.7E-3,650.3E-3
825.1E-3,2.149E3,453.9E-3,650.3E-3
825.2E-3,2.149E3,308.9E-3,650.3E-3
825.2E-3,2.149E3,156.3E-3,650.3E-3
825.2E-3,2.149E3,-100.7E-6,650.3E-3
825.2E-3,2.149E3,-156.5E-3,650.4E-3
825.2E-3,2.149E3,-309.1E-3,650.4E-3
825.2E-3,2.149E3,-454.1E-3,650.4E-3
825.2E-3,2.149E3,-587.9E-3,650.4E-3
825.2E-3,2.149E3,-707.2E-3,650.5E-3
825.2E-3,2.149E3,-809.1E-3,650.5E-3
825.3E-3,2.149E3,-891.1E-3,650.5E-3
825.3E-3,2.149E3,-951.1E-3,650.5E-3
825.3E-3,2.149E3,-987.7E-3,650.6E-3
825.3E-3,2.149E3,-1.000,650.6E-3
825.3E-3,2.149E3,-987.7E-3,650.6E-3
825.3E-3,2.149E3,-951.0E-3,650.6E-3
825.3E-3,2.149E3,-891.0E-3,650.7E-3
825.3E-3,2.149E3,-809.0E-3,650.7E-3
825.3E-3,2.149E3,-707.0E-3,650.7E-3
825.4E-3,2.149E3,-587.7E-3,650.7E-3
825.4E-3,2.149E3,-453.9E-3,650.7E-3
825.4E-3,2.149E3,-308.9E-3,650.8E-3
825.4E-3,2.149E3,-156.3E-3,650.8E-3
825.4E-3,2.150E3,49.72E-6,650.8E-3
825.4E-3,2.150E3,156.5E-3,650.8E-3
825.4E-3,2.150E3,309.1E-3,650.9E-3
825.4E-3,2.150E3,454.0E-3,650.9E-3
825.5E-3,2.150E3,587.8E-3,650.9E-3
825.5E-3,2.150E3,707.1E-3,650.9E-3
825.5E-3,2.150E3,809.0E-3,651.0E-3
825.5E-3,2.150E3,891.0E-3,651.0E-3
825.5E-3,2.150E3,951.1E-3,651.0E-3
825.5E-3,2.150E3,987.7E-3,651.0E-3
825.5E-3,2.150E3,1.000,651.0E-3
825.5E-3,2.150E3,987.7E-3,651.1E-3
825.5E-3,2.150E3,951.0E-3,651.1E-3
825.6E-3,2.150E3,891.0E-3,651.1E-3
825.6E-3,2.150E3,809.0E-3,651.1E-3
825.6E-3,2.150E3,707.1E-3,651.2E-3
825.6E-3,2.150E3,587.7E-3,651.2E-3
825.6E-3,2.150E3,453.9E-3,651.2E-3
825.6E-3,2.150E3,309.0E-3,651.2E-3
825.6E-3,2.150E3,156.4E-3,651.3E-3
825.6E-3,2.150E3,-66.71E-6,651.3E-3
825.7E-3,2.150E3,-156.5E-3,651.3E-3
825.7E-3,2.150E3,-309.1E-3,651.3E-3
825.7E-3,2.150E3,-454.1E-3,651.3E-3
825.7E-3,2.150E3,-587.8E-3,651.4E-3
825.7E-3,2.150E3,-707.2E-3,651.4E-3
825.7E-3,2.150E3,-809.1E-3,651.4E-3
825.7E-3,2.150E3,-891.0E-3,651.4E-3
825.7E-3,2.150E3,-951.1E-3,651.5E-3
825.7E-3,2.150E3,-987.7E-3,651.5E-3
825.8E-3,2.150E3,-1.000,651.5E-3
825.8E-3,2.150E3,-987.7E-3,651.5E-3
825.8E-3,2.150E3,-951.0E-3,651.6E-3
825.8E-3,2.150E3,-891.0E-3,651.6E-3
825.8E-3,2.150E3,-809.0E-3,651.6E-3
825.8E-3,2.150E3,-707.1E-3,651.6E-3
825.8E-3,2.150E3,-587.7E-3,651.7E-3
825.8E-3,2.150E3,-453.9E-3,651.7E-3
825.8E-3,2.150E3,-308.9E-3,651.7E-3
825.9E-3,2.150E3,-156.4E-3,651.7E-3
825.9E-3,2.151E3,83.67E-6,651.7E-3
825.9E-3,2.151E3,156.5E-3,651.8E-3
825.9E-3,2.151E3,309.1E-3,651.8E-3
825.9E-3,2.151E3,454.1E-3,651.8E-3
825.9E-3,2.151E3,587.9E-3,651.8E-3
825.9E-3,2.151E3,707.2E-3,651.9E-3
825.9E-3,2.151E3,809.1E-3,651.9E-3
826.0E-3,2.151E3,891.0E-3,651.9E-3
826.0E-3,2.151E3,951.1E-3,651.9E-3
826.0E-3,2.151E3,987.7E-3,652.0E-3
826.0E-3,2.151E3,1.000,652.0E-3
826.0E-3,2.151E3,987.7E-3,652.0E-3
826.0E-3,2.151E3,951.0E-3,652.0E-3
826.0E-3,2.151E3,891.0E-3,652.0E-3
826.0E-3,2.151E3,809.0E-3,652.1E-3
826.0E-3,2.151E3,707.0E-3,652.1E-3
826.1E-3,2.151E3,587.7E-3,652.1E-3
826.1E-3,2.151E3,453.9E-3,652.1E-3
826.1E-3,2.151E3,308.9E-3,652.2E-3
826.1E-3,2.151E3,156.3E-3,652.2E-3
826.1E-3,2.151E3,-100.6E-6,652.2E-3
826.1E-3,2.151E3,-156.5E-3,652.2E-3
826.1E-3,2.151E3,-309.1E-3,652.3E-3
826.1E-3,2.151E3,-454.1E-3,652.3E-3
826.2E-3,2.151E3,-587.9E-3,652.3E-3
826.2E-3,2.151E3,-707.2E-3,652.3E-3
826.2E-3,2.151E3,-809.1E-3,652.3E-3
826.2E-3,2.151E3,-891.1E-3,652.4E-3
826.2E-3,2.151E3,-951.1E-3,652.4E-3
826.2E-3,2.151E3,-987.7E-3,652.4E-3
826.2E-3,2.151E3,-1.000,652.4E-3
826.2E-3,2.151E3,-987.7E-3,652.5E-3
826.2E-3,2.151E3,-951.0E-3,652.5E-3
826.3E-3,2.151E3,-891.0E-3,652.5E-3
826.3E-3,2.151E3,-809.0E-3,652.5E-3
826.3E-3,2.151E3,-707.0E-3,652.6E-3
826.3E-3,2.151E3,-587.7E-3,652.6E-3
826.3E-3,2.151E3,-453.9E-3,652.6E-3
826.3E-3,2.151E3,-308.9E-3,652.6E-3
826.3E-3,2.151E3,-156.3E-3,652.6E-3
826.3E-3,2.152E3,49.72E-6,652.7E-3
826.3E-3,2.152E3,156.5E-3,652.7E-3
826.4E-3,2.152E3,309.1E-3,652.7E-3
826.4E-3,2.152E3,454.0E-3,652.7E-3
826.4E-3,2.152E3,587.8E-3,652.8E-3
826.4E-3,2.152E3,707.1E-3,652.8E-3
826.4E-3,2.152E3,809.0E-3,652.8E-3
826.4E-3,2.152E3,891.0E-3,652.8E-3
826.4E-3,2.152E3,951.1E-3,652.9E-3
826.4E-3,2.152E3,987.7E-3,652.9E-3
826.5E-3,2.152E3,1.000,652.9E-3
826.5E-3,2.152E3,987.7E-3,652.9E-3
826.5E-3,2.152E3,951.0E-3,653.0E-3
826.5E-3,2.152E3,891.0E-3,653.0E-3
826.5E-3,2.152E3,809.0E-3,653.0E-3
826.5E-3,2.152E3,707.1E-3,653.0E-3
826.5E-3,2.152E3,587.7E-3,653.0E-3
826.5E-3,2.152E3,453.9E-3,653.1E-3
826.5E-3,2.152E3,309.0E-3,653.1E-3
826.6E-3,2.152E3,156.4E-3,653.1E-3
826.6E-3,2.152E3,-66.67E-6,653.1E-3
826.6E-3,2.152E3,-156.5E-3,653.2E-3
826.6E-3,2.152E3,-309.1E-3,653.2E-3
826.6E-3,2.152E3,-454.1E-3,653.2E-3
826.6E-3,2.152E3,-587.8E-3,653.2E-3
826.6E-3,2.152E3,-707.2E-3,653.3E-3
826.6E-3,2.152E3,-809.1E-3,653.3E-3
826.6E-3,2.152E3,-891.0E-3,653.3E-3
826.7E-3,2.152E3,-951.1E-3,653.3E-3
826.7E-3,2.152E3,-987.7E-3,653.3E-3
826.7E-3,2.152E3,-1.000,653.4E-3
826.7E-3,2.152E3,-987.7E-3,653.4E-3
826.7E-3,2.152E3,-951.0E-3,653.4E-3
826.7E-3,2.152E3,-891.0E-3,653.4E-3
826.7E-3,2.152E3,-809.0E-3,653.5E-3
826.7E-3,2.152E3,-707.1E-3,653.5E-3
826.8E-3,2.152E3,-587.7E-3,653.5E-3
826.8E-3,2.152E3,-453.9E-3,653.5E-3
826.8E-3,2.152E3,-308.9E-3,653.6E-3
826.8E-3,2.152E3,-156.4E-3,653.6E-3
826.8E-3,2.153E3,83.60E-6,653.6E-3
826.8E-3,2.153E3,156.5E-3,653.6E-3
826.8E-3,2.153E3,309.1E-3,653.6E-3
826.8E-3,2.153E3,454.1E-3,653.7E-3
826.8E-3,2.153E3,587.9E-3,653.7E-3
826.9E-3,2.153E3,707.2E-3,653.7E-3
826.9E-3,2.153E3,809.1E-3,653.7E-3
826.9E-3,2.153E3,891.0E-3,653.8E-3
826.9E-3,2.153E3,951.1E-3,653.8E-3
826.9E-3,2.153E3,987.7E-3,653.8E-3
826.9E-3,2.153E3,1.000,653.8E-3
826.9E-3,2.153E3,987.7E-3,653.9E-3
826.9E-3,2.153E3,951.0E-3,653.9E-3
827.0E-3,2.153E3,891.0E-3,653.9E-3
827.0E-3,2.153E3,809.0E-3,653.9E-3
827.0E-3,2.153E3,707.0E-3,653.9E-3
827.0E-3,2.153E3,587.7E-3,654.0E-3
827.0E-3,2.153E3,453.9E-3,654.0E-3
827.0E-3,2.153E3,308.9E-3,654.0E-3
827.0E-3,2.153E3,156.3E-3,654.0E-3
827.0E-3,2.153E3,-100.5E-6,654.1E-3
827.0E-3,2.153E3,-156.5E-3,654.1E-3
827.1E-3,2.153E3,-309.1E-3,654.1E-3
827.1E-3,2.153E3,-454.1E-3,654.1E-3
827.1E-3,2.153E3,-587.9E-3,654.2E-3
827.1E-3,2.153E3,-707.2E-3,654.2E-3
827.1E-3,2.153E3,-809.1E-3,654.2E-3
827.1E-3,2.153E3,-891.1E-3,654.2E-3
827.1E-3,2.153E3,-951.1E-3,654.3E-3
827.1E-3,2.153E3,-987.7E-3,654.3E-3
827.1E-3,2.153E3,-1.000,654.3E-3
827.2E-3,2.153E3,-987.7E-3,654.3E-3
827.2E-3,2.153E3,-951.0E-3,654.3E-3
827.2E-3,2.153E3,-891.0E-3,654.4E-3
827.2E-3,2.153E3,-809.0E-3,654.4E-3
827.2E-3,2.153E3,-707.0E-3,654.4E-3
827.2E-3,2.153E3,-587.7E-3,654.4E-3
827.2E-3,2.153E3,-453.9E-3,654.5E-3
827.2E-3,2.153E3,-308.9E-3,654.5E-3
827.3E-3,2.153E3,-156.3E-3,654.5E-3
827.3E-3,2.154E3,49.72E-6,654.5E-3
827.3E-3,2.154E3,156.5E-3,654.6E-3
827.3E-3,2.154E3,309.1E-3,654.6E-3
827.3E-3,2.154E3,454.0E-3,654.6E-3
827.3E-3,2.154E3,587.8E-3,654.6E-3
827.3E-3,2.154E3,707.1E-3,654.6E-3
827.3E-3,2.154E3,809.0E-3,654.7E-3
827.3E-3,2.154E3,891.0E-3,654.7E-3
827.4E-3,2.154E3,951.1E-3,654.7E-3
827.4E-3,2.154E3,987.7E-3,654.7E-3
827.4E-3,2.154E3,1.000,654.8E-3
827.4E-3,2.154E3,987.7E-3,654.8E-3
827.4E-3,2.154E3,951.0E-3,654.8E-3
827.4E-3,2.154E3,891.0E-3,654.8E-3
827.4E-3,2.154E3,809.0E-3,654.9E-3
827.4E-3,2.154E3,707.1E-3,654.9E-3
827.5E-3,2.154E3,587.7E-3,654.9E-3
827.5E-3,2.154E3,453.9E-3,654.9E-3
827.5E-3,2.154E3,309.0E-3,654.9E-3
827.5E-3,2.154E3,156.4E-3,655.0E-3
827.5E-3,2.154E3,-66.64E-6,655.0E-3
827.5E-3,2.154E3,-156.5E-3,655.0E-3
827.5E-3,2.154E3,-309.1E-3,655.0E-3
827.5E-3,2.154E3,-454.1E-3,655.1E-3
827.5E-3,2.154E3,-587.8E-3,655.1E-3
827.6E-3,2.154E3,-707.2E-3,655.1E-3
827.6E-3,2.154E3,-809.1E-3,655.1E-3
827.6E-3,2.154E3,-891.0E-3,655.2E-3
827.6E-3,2.154E3,-951.1E-3,655.2E-3
827.6E-3,2.154E3,-987.7E-3,655.2E-3
827.6E-3,2.154E3,-1.000,655.2E-3
827.6E-3,2.154E3,-987.7E-3,655.2E-3
827.6E-3,2.154E3,-951.0E-3,655.3E-3
827.6E-3,2.154E3,-891.0E-3,655.3E-3
827.7E-3,2.154E3,-809.0E-3,655.3E-3
827.7E-3,2.154E3,-707.1E-3,655.3E-3
827.7E-3,2.154E3,-587.7E-3,655.4E-3
827.7E-3,2.154E3,-453.9E-3,655.4E-3
827.7E-3,2.154E3,-308.9E-3,655.4E-3
827.7E-3,2.154E3,-156.4E-3,655.4E-3
827.7E-3,2.155E3,83.55E-6,655.5E-3
827.7E-3,2.155E3,156.5E-3,655.5E-3
827.8E-3,2.155E3,309.1E-3,655.5E-3
827.8E-3,2.155E3,454.1E-3,655.5E-3
827.8E-3,2.155E3,587.9E-3,655.6E-3
827.8E-3,2.155E3,707.2E-3,655.6E-3
827.8E-3,2.155E3,809.1E-3,655.6E-3
827.8E-3,2.155E3,891.0E-3,655.6E-3
827.8E-3,2.155E3,951.1E-3,655.6E-3
827.8E-3,2.155E3,987.7E-3,655.7E-3
827.8E-3,2.155E3,1.000,655.7E-3
827.9E-3,2.155E3,987.7E-3,655.7E-3
827.9E-3,2.155E3,951.0E-3,655.7E-3
827.9E-3,2.155E3,891.0E-3,655.8E-3
827.9E-3,2.155E3,809.0E-3,655.8E-3
827.9E-3,2.155E3,707.0E-3,655.8E-3
827.9E-3,2.155E3,587.7E-3,655.8E-3
827.9E-3,2.155E3,453.9E-3,655.9E-3
827.9E-3,2.155E3,308.9E-3,655.9E-3
827.9E-3,2.155E3,156.3E-3,655.9E-3
828.0E-3,2.155E3,-100.4E-6,655.9E-3
828.0E-3,2.155E3,-156.5E-3,655.9E-3
828.0E-3,2.155E3,-309.1E-3,656.0E-3
828.0E-3,2.155E3,-454.1E-3,656.0E-3
828.0E-3,2.155E3,-587.9E-3,656.0E-3
828.0E-3,2.155E3,-707.2E-3,656.0E-3
828.0E-3,2.155E3,-809.1E-3,656.1E-3
828.0E-3,2.155E3,-891.1E-3,656.1E-3
828.1E-3,2.155E3,-951.1E-3,656.1E-3
828.1E-3,2.155E3,-987.7E-3,656.1E-3
828.1E-3,2.155E3,-1.000,656.2E-3
828.1E-3,2.155E3,-987.7E-3,656.2E-3
828.1E-3,2.155E3,-951.0E-3,656.2E-3
828.1E-3,2.155E3,-891.0E-3,656.2E-3
828.1E-3,2.155E3,-809.0E-3,656.2E-3
828.1E-3,2.155E3,-707.0E-3,656.3E-3
828.1E-3,2.155E3,-587.7E-3,656.3E-3
828.2E-3,2.155E3,-453.9E-3,656.3E-3
828.2E-3,2.155E3,-308.9E-3,656.3E-3
828.2E-3,2.155E3,-156.3E-3,656.4E-3
828.2E-3,2.156E3,49.72E-6,656.4E-3
828.2E-3,2.156E3,156.5E-3,656.4E-3
828.2E-3,2.156E3,309.1E-3,656.4E-3
828.2E-3,2.156E3,454.0E-3,656.5E-3
828.2E-3,2.156E3,587.8E-3,656.5E-3
828.3E-3,2.156E3,707.1E-3,656.5E-3
828.3E-3,2.156E3,809.0E-3,656.5E-3
828.3E-3,2.156E3,891.0E-3,656.5E-3
828.3E-3,2.156E3,951.1E-3,656.6E-3
828.3E-3,2.156E3,987.7E-3,656.6E-3
828.3E-3,2.156E3,1.000,656.6E-3
828.3E-3,2.156E3,987.7E-3,656.6E-3
828.3E-3,2.156E3,951.0E-3,656.7E-3
828.3E-3,2.156E3,891.0E-3,656.7E-3
828.4E-3,2.156E3,809.0E-3,656.7E-3
828.4E-3,2.156E3,707.1E-3,656.7E-3
828.4E-3,2.156E3,587.7E-3,656.8E-3
828.4E-3,2.156E3,453.9E-3,656.8E-3
828.4E-3,2.156E3,309.0E-3,656.8E-3
828.4E-3,2.156E3,156.4E-3,656.8E-3
828.4E-3,2.156E3,-66.61E-6,656.8E-3
828.4E-3,2.156E3,-156.5E-3,656.9E-3
828.4E-3,2.156E3,-309.1E-3,656.9E-3
828.5E-3,2.156E3,-454.1E-3,656.9E-3
828.5E-3,2.156E3,-587.8E-3,656.9E-3
828.5E-3,2.156E3,-707.2E-3,657.0E-3
